time_stamp in UTC,Device ID,light
2024-06-10 04:42:58,14858733,173
2024-06-10 04:44:55,14858733,159
2024-06-10 04:48:07,14858733,40
2024-06-10 04:49:16,14858733,40
2024-06-10 04:54:16,14858733,74
2024-06-10 04:59:16,14858733,48
2024-06-10 05:04:17,14858733,142
2024-06-10 05:09:16,14858733,87
2024-06-10 05:14:17,14858733,54
2024-06-10 05:19:17,14858733,238
2024-06-10 05:24:17,14858733,158
2024-06-10 05:29:17,14858733,12
